Prscrbr_Geo_Desc,Gnrc_Name,DY13,DY14,DY15,DY16,DY17,DY18,DY19,DY20,DY21
National,Olmesartan/Amlodipin/Hcthiazid,175759,202722,204673,187676,"1,28,71726,259",147186,148741,129644,125068
National,Olmesartan/Hydrochlorothiazide,1068961,1039594,950565,836474,"1,72,5625,13,049",736010,866174,812743,790642
National,Olopatadine Hcl,1370205,1432708,1494292,1480417,"5,68,4795,44,6421,55214,8173,33,145",1478026,1539167,1449065,880804
National,Olsalazine Sodium,3470,3433,3102,2833,"2,694",2312,2015,1879,1495
National,Omacetaxine Mepesuccinate,64,95,266,334,323,405,342,323,180
National,Omalizumab,12970,15443,18983,23906,"34,864",40014,45752,49173,54007
National,Omega-3 Acid Ethyl Esters,2014179,1901115,1791399,1621539,"30,23914,33,470",1455117,1045117,892287,847636
National,Omeprazole,32253112,33042608,33500819,32909236,"3,12,57,567",29422105,28101133,28958791,28263333
National,Omeprazole Magnesium,3545,4096,4328,4434,"4,455",4318,4675,4508,4279
National,Omeprazole/Sodium Bicarbonate,61139,60246,52639,44542,"787,013,105",88661,96949,96123,82099
National,Onabotulinumtoxina,10903,13759,16978,22935,"30,486",38245,43019,44953,50715
National,Ondansetron,717460,1010418,1244029,1526762,"18,81,102359256",2125309,2318305,2405613,2774366
National,Ondansetron Hcl,1545932,1943834,2113621,2401463,"27,15,964853",2905915,3232345,3295476,3452761
National,Ondansetron Hcl/Pf,17457,21486,24865,25065,"25,764",22583,24455,22884,22480
National,Opium Tincture,10271,10250,10600,11793,"12,166",11990,11817,12202,11957
National,Opium/Belladonna Alkaloids,969,1052,897,1025,930,749,628,718,487
National,Orlistat,2509,2511,2395,1787,"1,777",1584,874,755,733
National,Orphenadrine Citrate,112913,103961,96352,105113,"1,14,130",92918,70234,53690,47340
National,Oseltamivir Phosphate,518076,603701,693498,368085,"9,33,03172,209",1629163,958219,804341,97329
National,Ospemifene,23,143,134,32,58,4221,12575,16338,17711
National,Oxacillin Sodium,2613,3061,3091,2679,"3,117",2911,3746,3906,3626
National,Oxaliplatin,1561,2041,1593,1717,"1,746",1450,1647,1982,1864
National,Oxandrolone,11229,9575,8237,7437,"6,580",6015,5587,4767,4094
National,Oxaprozin,112294,100257,79367,63091,"32,242,153",32945,27837,22943,20004
National,Oxazepam,115532,111386,100171,87492,"78,181",69937,62795,54937,48578
National,Oxcarbazepine,952605,1017385,1075670,1135532,"11,46,13814,19517,910",1215161,1231003,1239693,1225816
National,Oxiconazole Nitrate,18010,16391,11850,8745,"64,962,318",16089,35226,23307,19935
National,Oxybutynin,47013,32281,22993,13363,"8,128",6037,4027,2969,2536
National,Oxybutynin Chloride,4860042,5171563,5466375,5692058,"2,0805,82926,37,02631,16,983",5818584,5845969,5668918,5489208
National,Oxycodone Hcl,7334516,8178981,8956580,9333398,"11476,11,2891,91,01313,51,7212,805",8764506,8383976,8235071,8186439
National,Oxycodone Hcl/Acetaminophen,9527771,9939317,10751288,10806353,"2,02,3201,01,90,57224,809233469",9702742,9172063,8861933,8760694
National,Oxycodone Hcl/Aspirin,16598,13521,10391,8206,"6,614",5331,3478,916,65
National,Oxymorphone Hcl,388576,447279,470869,465293,"9951,66,73950,3421,28,232",166687,129088,91292,75626
National,Paclitaxel,1339,1782,1971,1666,"1,448",1180,1315,1305,1536
National,Paclitaxel Protein-Bound,557,835,824,890,704,828,1190,1286,1200
National,Paliperidone,295386,304510,312531,323533,"97,5072,35,274",348162,359244,368392,365948
National,Paliperidone Palmitate,302869,359879,415355,456692,"4,60,94938,210",552314,601910,625733,640629
National,Palonosetron Hcl,2247,2763,2795,2142,"2,088",2082,2226,2627,3229
National,Pamidronate Disodium,1217,918,765,645,678,457,526,579,650
National,Panitumumab,72,141,203,194,223,184,222,116,220
National,Pantoprazole Sodium,9814143,11937988,13544024,14873154,"1,62,28,10188,7802,889",17434990,18379977,20037798,21020201
National,Paregoric,1319,2029,1841,1283,"1,089",1230,1146,211,11
National,Parenteral Amino Acid 10% No.6,2898,2831,3917,3879,"4,022",2629,2525,2437,1355
National,Parenteral Amino Acid 20% No.1,83640,108601,159893,195593,"2,20,066",219848,192203,163246,127917
National,Paricalcitol,172594,155313,123205,103763,"82,205,563",66201,53491,43670,35514
National,Paromomycin Sulfate,467,581,490,524,550,592,642,454,384
National,Paroxetine Hcl,4850742,4877125,4910939,4882002,"31,89095,67845,25,97013,2558,340",4376940,4042826,3864049,3674735
National,Paroxetine Mesylate,7163,9396,12784,10614,"50,568,022,612",7433,6846,6128,5339
National,Pasireotide Diaspartate,68,146,157,159,160,106,103,96,64
National,Pazopanib Hcl,12547,15799,17146,18639,"21,232",23239,19743,13859,11240
National,Pegfilgrastim,9538,10888,11644,11216,"11,034",11520,12061,9884,8596
National,Peginterferon Alfa-2a,40558,23487,1972,1791,"2,083,144",2650,3215,4073,4584
National,Peginterferon Alfa-2b,8526,7442,1148,596,45212,155,99,56,13
National,Pegvisomant,1620,1767,1937,2056,"2,318",2396,2569,2566,2332
National,Pemetrexed Disodium,1685,1636,1452,1477,"1,437",1462,1600,1627,1555
National,Pen G Benz/Pen G Procaine,1682,1837,1842,914,589,651,186,127,84
National,Pen G Pot/Dextrose-Water,429,438,402,437,479,428,518,415,356
National,"Pen Needle, Diabetic, Safety",57104,64088,169325,193592,"3002,08,024",226018,231041,207817,187826
National,Penciclovir,27970,25651,21096,15299,"11,560",9119,7928,7166,5864
National,Penicillamine,3882,3341,2888,2346,"1,341,706",1535,1395,1418,1232
National,Penicillin G Benzathine,4927,5089,5515,5292,"5,147",5125,4894,4854,5399
National,Penicillin G Potassium,3249,3394,3651,3979,"18,832,072",4290,4389,4247,4492
National,Penicillin G Sodium,214,222,342,233,283,221,365,257,304
National,Penicillin V Potassium,750631,761490,760632,733604,"7,12,998",671742,631620,569575,554652
National,Pentamidine Isethionate,220,200,211,194,11372,195,191,202,126
National,Pentazocine Hcl/Naloxone Hcl,21603,19524,16571,14783,"15,461",15376,14007,12354,8084
National,Pentosan Polysulfate Sodium,113004,114348,112097,107460,"1,03,140",96532,91300,79815,62712
National,Pentoxifylline,499881,493115,477940,460831,"4,44,416",425663,410962,397602,376660
National,Perindopril Erbumine,30936,30308,30352,29308,"27,797",25271,23456,22322,21016
National,Permethrin,262779,261232,266489,267873,"2,61,200",245508,230497,195691,190110
National,Perphenazine,303932,308631,304860,297701,"2,84,195",276198,283427,268406,245423
National,Perphenazine/Amitriptyline Hcl,86175,71860,54747,39395,"32,173",25374,12805,5286,5074
National,Pertuzumab,170,393,789,924,885,1179,1180,1193,1035
National,Phenazopyridine Hcl,233447,193617,186555,50820,"48,102,119",57737,56199,35450,38007
National,Phenelzine Sulfate,16868,16806,17444,17562,"114,916,253",16747,15759,14515,12535
National,Phenobarbital,680612,695595,673062,647801,"6,16,648",583947,553076,513362,471815
National,Phenobarbital Sodium,182,203,221,156,136,122,105,96,146
National,Phenoxybenzamine Hcl,2393,2187,1560,1394,"751,205",927,840,660,586
National,Phentolamine Mesylate,487,679,278,148,161,123,56,22,11
National,Phenylephrine Hcl,10219,6666,2534,5430,"4,063",4331,2251,1506,2500
National,Phenylephrine Hcl/Prometh Hcl,35017,25662,15260,8144,"40,651,237",4759,2563,128,396
National,Phenytoin,368723,333182,300625,272098,"20,0642,1332,20,949",219249,194429,167824,146508
National,Phenytoin Sodium,559,497,444,311,240,189,161,97,60
National,Phenytoin Sodium Extended,2040523,1906947,1769185,1640707,"2,38,43917,57212,35,085",1343271,1188489,1061282,938937
National,Pilocarpine Hcl,252744,281621,294061,311265,"6463,13,878353",311111,295491,285175,279000
National,Pimecrolimus,51641,51888,48213,47458,"42,399",44648,50546,53366,56155
National,Pimozide,13399,13395,13512,13322,"83,912,069",12602,12384,11982,11252
National,Pindolol,83424,79217,72004,68599,"63,611",57819,53546,35210,30385
National,Pioglitazone Hcl,2599101,2446937,2482889,2585931,"3,75026,29,195",2646315,2701974,2817608,2905902
National,Pioglitazone Hcl/Glimepiride,17847,14039,10239,8641,"1,614,926",4340,3956,3586,3684
National,Pioglitazone Hcl/Metformin Hcl,273620,230504,170328,139578,"7122,5521,14,070",96639,75101,65075,58122
National,Piperacillin Sodium/Tazobactam,47745,54157,37051,54499,"58,258,124",60607,64797,63988,63554
National,"Piperacillin-Tazo-Dextrose,iso",4248,4019,7817,6806,"7,418",7093,5836,4243,3080
National,Piroxicam,200552,183155,153520,111762,"22,891,778",85901,77028,61463,56266
National,Pitavastatin Calcium,201919,239488,247086,251435,"2,73,281",294388,314120,326757,325432
National,Plerixafor,104,135,146,182,152,197,183,226,218
National,Pnv No.118/Iron Fumarate/Fa,345,485,455,432,532,502,539,501,543
National,Podofilox,7198,7155,6894,6741,"10,925,482",6340,6540,5908,5970
National,"Poliomyelitis Vaccine, Killed",2233,1555,1250,1124,"1,108",1336,4462,2504,1891
National,Polyethylene Glycol 3350,3639137,3772311,3798105,3872118,"38,87,169",3726219,381542,32496,1274
National,Polymyxin B Sulf/Trimethoprim,228291,259830,302401,350823,"3,86,295418",425045,431150,338380,331977
National,Polymyxin B Sulfate,5230,5871,5037,4324,"3,788",2179,2090,1858,1273
National,Pomalidomide,11741,23521,30763,36813,"43,913",55951,68971,79081,82826
National,Ponatinib Hcl,1435,1245,1950,2671,"2,938",3445,3316,3474,3817
National,Posaconazole,4972,6624,8413,10357,"12,169",14188,16598,20157,24717
National,Potassium Acetate,60,241,171,164,184,196,121,222,126
National,Potassium Bicarbonate/Cit Ac,24502,20833,17282,13553,"3,610,281,445,222,040",11570,10899,10259,10386
National,Potassium Chloride,19443899,19503589,19100596,18945969,"2,32,3376,0536,20,9671,31,7105,03,80310,18114,15,8645,10,1601,48,65,543",17743063,17152356,16603919,15854325
National,Potassium Chloride In 0.9%nacl,1420,1352,1266,1124,"1,052",1272,1335,1391,1108
National,Potassium Chloride In D5w,228,186,145,119,201,138,100,124,62
National,Potassium Chloride-0.45% Nacl,558,346,414,353,301,232,207,208,236
National,Potassium Chloride/D5-0.45nacl,4987,4270,4250,3733,"2,721,385",2672,2443,2454,1651
National,Potassium Chloride/D5-0.9%nacl,347,352,317,297,307,326,285,212,196
National,Potassium Citrate,274809,310726,348326,384383,"4,06,795936",433785,456382,462094,465873
National,Potassium Citrate/Citric Acid,5351,3556,1743,1494,"111,327",1130,1190,1074,1080
National,"Potassium Phos,m-Basic-D-Basic",15,81,174,96,118,155,86,114,57
National,"Potassium Phosphate,monobasic",425,3715,3773,4110,"4,079",3794,2472,2861,3032
National,Povidone-Iodine,80,69,84,102,86,82,67,47,62
National,Pramipexole Di-Hcl,1552229,1652820,1717766,1789025,"3,8312,99417,84,05023,340",1830064,1810682,1792011,1752363
National,Pramlintide Acetate,29359,21387,14930,10694,"58,552,479",6374,4764,3877,3114
National,Prasugrel Hcl,480578,493843,469189,452106,"3,28,50989,211",345384,318097,329386,327222
National,Pravastatin Sodium,14001121,14712494,14546905,14377562,"5,9601,36,47,391",12756131,11825115,11253655,10558992
National,Praziquantel,668,669,688,683,763,851,973,923,965
National,Prazosin Hcl,375090,441747,526838,629046,"747,32,706",831021,904626,986480,1040990
National,Prednicarbate,4362,3821,2989,2517,"1,863",1494,1132,595,493
National,Prednisolone,48356,37930,37133,39516,"9,841,247,276",54199,52315,40156,32905
National,Prednisolone Acetate,2439051,2580803,2653788,2462357,"16310,3658,23927,19,623",2898244,2865403,2665923,3145397
National,Prednisone,10299351,11034841,11964304,12642027,"131,34,33,1995585,408",13840446,14533140,12810826,12787761
National,Pregabalin,4109855,4486328,4732011,4940115,"50,68,580",5222923,5238962,5459480,5757828
National,Prenatal Vit37/Iron/Folic Acid,63,148,211,193,300,243,62,31,13
National,Primaquine Phosphate,249,347,422,388,430,523,439,307,277
National,Primidone,1006269,1065809,1124554,1180294,"4,12612,01,035",1223297,1227482,1232506,1234004
National,Probenecid,119103,111938,104635,98801,"91,055",82181,76208,72814,67770
National,Procarbazine Hcl,890,1014,1058,850,777,817,616,525,496
National,Prochlorperazine Edisylate,1523,1539,1138,1120,"1,232",1007,972,1018,851
National,Prochlorperazine Maleate,666617,659412,625759,611610,"5,96,477",605144,604475,618304,645979
National,Progesterone,171,243,252,201,11687,174,187,204,238
National,Promethazine Hcl,2100864,1839282,1664561,1741667,"19,49125717,50,05924,397",1598447,1525419,1452079,1435480
National,Promethazine Hcl/Codeine,73096,2771,3182,2717,"3,464",3423,2199,2748,2100
National,Propafenone Hcl,423752,428378,427059,419695,"3,17,62082,944313,268",385558,364269,337380,307821
National,Propantheline Bromide,4230,3754,2905,2509,"2,027",1592,1397,956,39
National,Proparacaine Hcl,518,603,751,778,794,753,717,696,641
National,Propranolol Hcl,2794393,2908136,3043411,3204408,"4,9381,56923,11,9779,68,757",3374843,3417362,3470488,3498532
National,Propylthiouracil,82001,76030,70857,65541,"59,478",54580,49711,46021,42188
National,Protriptyline Hcl,12078,11615,11142,11180,"10,672",9917,8867,8007,7171
National,Pyrazinamide,2610,2540,2699,2389,"2,493",2531,2599,1923,2038
National,Pyridostigmine Bromide,200633,216183,227670,238217,"5,7522,18,92716,64024",250608,255813,251551,244594
National,Pyrimethamine,3535,3240,2415,1376,"1,041",895,998,984,769
National,Quetiapine Fumarate,7545691,7896121,8209673,8466987,"79,20,3934,04,45925,7862,61,408",8743449,8764761,8999423,8988545
National,Quinapril Hcl,1661134,1488063,1355074,1256780,"8,08311,21,089",1017350,925126,863698,792266
National,Quinapril/Hydrochlorothiazide,160957,151653,135913,128509,"9851,16,059",106117,95794,89830,82173
National,Quinidine Gluconate,13205,9497,7031,5631,"4,658",3932,3510,2659,2068
National,Quinidine Sulfate,8076,7754,6480,5972,"5,510",5166,4846,4226,3816
National,Quinine Sulfate,26665,23650,19823,16492,"4,313,115",9959,7588,5713,5038
National,Quinupristin/Dalfopristin,118,93,136,41,41,19,27,14,13
National,Rabeprazole Sodium,312472,303453,288974,275028,"21,9411692,22,610",228099,229994,231529,222436
National,"Rabies Vacc, Human Diploid/Pf",121,319,208,305,295,381,211,96,111
National,Rabies Vaccine (Pcec)/Pf,195,284,219,287,445,637,592,459,509
National,Raloxifene Hcl,1739519,1609921,1461782,1341766,"10,52412,14,729",1105072,997610,900584,812408
National,Raltegravir Potassium,338080,339492,316716,270797,"2,21,7902,645",187631,147577,119796,102596
National,Ramelteon,79185,97390,162441,218022,"1,71,642",141712,124595,124237,142621
National,Ramipril,3095010,2834041,2656277,2519811,"12,01123,05,615",2124010,1978579,1880012,1759270
National,Ranibizumab,981,1150,1326,1188,"1,346",1362,1747,1363,1181
National,Ranitidine Hcl,7564454,7780670,7918618,8622732,"91,48,5011,006",9616484,8807733,887078,72
National,Ranolazine,890326,996592,1068790,1125562,"11,41,278",1157897,1150954,1129551,1093863
National,Rasagiline Mesylate,236592,263655,272867,270836,"72,1651,89,308",233014,207322,183918,166051
National,Regorafenib,8902,8734,9007,6445,"7,041",6500,6837,7023,6984
National,Repaglinide,374096,348732,348793,355093,"2,7483,56,844",358564,351243,341830,335877
National,Rho(D) Immune Globulin,32,31,28,29,17,25,15,12,12
National,Ribavirin,44436,83599,56638,33634,"4,025,934,089,686",4957,3473,2478,2104
National,Rifabutin,6790,7517,8151,8515,"398,417",8226,8620,8479,9710
National,Rifampin,94875,95697,96336,97508,"7,199,544",102060,107919,102163,97565
National,Rifapentine,654,676,568,881,"1,008",1374,1995,1504,1820
National,Rifaximin,187364,221435,253047,284593,"2,99,466",326660,363962,360666,357599
National,Rilonacept,99,90,70,59,92,113,113,102,187
National,Rilpivirine Hcl,8190,13348,20877,28156,"32,822",31697,26125,22966,20953
National,Riluzole,19922,22044,26038,27959,"8,329,502",31922,33513,35064,34428
National,Rimantadine Hcl,1800,1909,1953,1994,"2,195",2283,1785,1538,1107
National,Riociguat,207,6672,14179,21372,"26,191",26246,30594,41604,47875
National,Risedronate Sodium,1042485,781283,490016,410649,"9,7578,0632,89,66948,810",304535,281254,256434,250691
National,Risperidone,5107977,4959431,4800275,4685214,"12,13818444,30,51776,391",4382027,4270395,4139798,3966853
National,Risperidone Microspheres,356898,332916,303816,273737,"2,43,145",219264,198463,176240,160516
National,Ritonavir,529434,536029,487127,380278,"2,85,953",218367,148219,112149,89474
National,Rituximab,3770,4111,4138,4867,"4,944",4889,5272,4691,3853
National,Rivaroxaban,1705048,3162327,3830844,4403332,"52,43,010",5895673,6315455,6491340,6457255
National,Rivastigmine,1381514,1379925,1179013,966262,"2,28,6445,66,890",677695,598337,515155,456158
National,Rivastigmine Tartrate,337287,342568,360499,368145,"993,62,582",353074,343391,314514,299816
National,Rizatriptan Benzoate,231482,279140,321652,355534,"3,4873,6763,92,815",449595,489664,542101,576880
National,Roflumilast,294255,351943,359341,375480,"3,68,846",356423,367387,371348,347443
National,Romidepsin,20,28,16,15,16,21,49,15,15
National,Romiplostim,630,771,855,844,848,1032,1293,1380,1435
National,Ropinirole Hcl,2695607,2853562,2998104,3140393,"2,9092,15784,28731,13,268",3239406,3232302,3240694,3192829
National,Rosiglitazone Maleate,1858,1868,2407,2916,"2,989",2966,2366,1951,657
National,Rosuvastatin Calcium,9063641,9072323,8710350,8830310,"7,64,08390,59,769",11289253,13204874,15586528,18280252
National,Rotigotine,73349,94096,104074,105830,"1,08,588",106799,104778,100715,95525
National,Rufinamide,19190,21666,23604,24829,"26,465",28596,30147,31174,29566
National,Ruxolitinib Phosphate,16002,24004,37766,50408,"63,089",75165,85335,95023,103175
National,Salicylic Acid,3765,3493,3055,1421,241211904,716,464,306,255
National,Salmeterol Xinafoate,151717,139593,131526,137585,"1,34,093",121592,109962,105422,87621
National,Salsalate,47921,36302,24356,18546,"15,546",13638,10497,8986,7405
National,Sapropterin Dihydrochloride,1051,1122,1309,1746,"2,182",2266,2249,2274,2206
National,Saquinavir Mesylate,8635,6990,5680,4191,"3,105",2347,1789,1310,1073
National,Sargramostim,1613,1751,1609,1462,"1,332",824,913,777,684
National,Saxagliptin Hcl,741020,716748,583541,493698,"4,27,765",346430,277346,179871,142217
National,Saxagliptin Hcl/Metformin Hcl,202744,191891,171086,143833,"1,23,806",96988,80154,53418,42820
National,Scopolamine,197966,202078,233279,242989,"59,8081,98,977",243858,232688,197111,220037
National,Selegiline,7868,7431,7100,6610,"6,140",6261,5981,5928,6041
National,Selegiline Hcl,73157,72486,71496,72263,"70,806,875",70442,68417,61226,56764
National,Selenium Sulfide,98493,90436,84445,77468,"70,532",65803,61819,56507,54876
National,Sertaconazole Nitrate,7108,2571,1185,734,651,566,429,395,263
National,Sertraline Hcl,11084379,11804220,12407346,13098003,"1,34,29,97925,814",13731960,13880278,14149011,14281209
National,Sevelamer Carbonate,938849,966156,1005041,1024848,"8,91,32164,672",916709,901940,894140,843985
National,Sevelamer Hcl,67954,51925,48634,42074,"29,245",21425,21051,25790,27895
National,Sildenafil Citrate,417802,270863,288095,326832,"2,5821,48,4473,6442,09,107",364980,448908,536630,703532
National,Silodosin,408631,452747,458238,357581,"3,18,729",274844,236875,214631,209163
National,Silver Nitrate,36,31,29,42,43,44,14,34,28
National,Silver Sulfadiazine,654973,660652,667240,673787,"2,9764,28,6892,47,977",675687,673617,649623,635653
National,Simvastatin,36762814,34117393,31756391,29687947,"2,70,02,9768,626",24380137,21995466,20474276,18749475
National,Sinecatechins,875,773,515,342,315,247,219,150,190
National,Sirolimus,24347,27381,29499,29724,"234,526,056",27041,29671,33157,32288
National,Sitagliptin Phos/Metformin Hcl,1226745,1315628,1381162,1432525,"10,67,9454,01,092",1480317,1473890,1451925,1377361
National,Sitagliptin Phosphate,4357533,4495773,4622786,4742505,"48,30,238",4818569,4756485,4663486,4506766
National,Sod Picosulf/Mag Ox/Citric Ac,15956,30378,29102,29911,"24,874",17323,30686,27895,74702
National,Sod/Pot/K Cit/Sod Cit/Cit Acid,1561,1084,423,209,210,207,214,163,127
National,Sodium Acetate,168,342,427,282,267,275,294,358,349
National,Sodium Bicarbonate,14501,20033,24583,26783,"2,319,254",16801,10275,7065,6668
National,Sodium Chloride,624,738,617,671,970,721,397,244,197
National,Sodium Chloride 0.45 %,29270,32017,29572,29994,"30,339",29579,29497,37400,25804
National,Sodium Chloride 3 %,70,201,372,170,138,127,111,152,124
National,Sodium Chloride For Inhalation,3590,4343,4816,4772,"292,659",1461,1506,834,582
National,Sodium Chloride Irrig Solution,117955,114078,109360,103283,"97,147",80681,73108,67852,60185
National,Sodium Chloride/Nahco3/Kcl/Peg,542964,492236,515212,533009,"2,93,7593,3451,98,5381,05613,878",504776,509299,427694,344492
National,Sodium Oxybate,14674,16639,17514,18170,"14,275",19304,19824,19996,13490
National,Sodium Phenylbutyrate,614,565,505,487,289177,412,412,467,779
National,Sodium Polystyrene Sulfonate,257298,257415,259525,73816,"2,294,072,730",85164,103925,70225,59198
National,Sofosbuvir,483,109534,47119,33322,"7,475",384,100,151,86
National,Solifenacin Succinate,2202398,2183323,1982397,1876019,"16,16,081",1376777,1105077,857573,949237
National,Somatropin,27504,28585,30130,31075,"51,492,997,750,027,400,000,000,000,000",30721,29906,29493,29837
National,Sorafenib Tosylate,17550,19293,20226,18780,"16,368",11972,9684,6598,5322
National,Sotalol Hcl,1215133,1261552,1306294,1341732,"83753422412,53,61378,65742",1317628,1277633,1238671,1190822
National,Spironolact/Hydrochlorothiazid,338917,325461,309988,297890,"1,5042,77,622",266406,248923,238382,225559
National,Spironolactone,5002803,5245073,5437704,5757289,"3,21459,39,162",6159899,6359822,6501058,6679849
National,Stavudine,11142,9129,7069,5417,"393,937",2986,1878,185,14
National,Streptomycin Sulfate,268,269,259,144,203,1060,2507,1739,1752
National,"Sub-Q Insulin Device, 20 Unit",2778,7922,10167,10278,"10,235",11716,16309,14861,15273
National,"Sub-Q Insulin Device, 30 Unit",2699,7790,10698,11077,"11,131",12361,15771,14752,15138
National,"Sub-Q Insulin Device, 40 Unit",4399,11942,16273,16695,"16,797",19198,23117,24987,21858
National,Succimer,141,105,136,133,180,169,111,98,51
National,Sucralfate,1618410,1725312,1797909,1908259,"3,44,53615,80,246",1979085,2061877,2144589,2209277
National,Sulfacetamide Sod/Sulfur/Urea,56,84,32,38,47,32,47,35,39
National,Sulfacetamide Sodium,101901,96738,92724,82037,"172,332,075,495",70290,66565,53913,43490
National,Sulfacetamide Sodium/Sulfur,2110,1107,570,164,85,235,261,259,324
National,Sulfacetamide/Prednisolone Sp,13013,11756,12577,12532,"8,182",7222,8502,8565,9022
National,Sulfadiazine,2893,2676,2362,2166,"1,898",1840,1525,1366,1243
National,Sulfamethoxazole/Trimethoprim,4729950,4838250,4826709,4956184,"5034150,31,0642,493",4932406,4936016,4559535,4548519
National,Sulfasalazine,432453,472431,506055,542227,"1,0904,09,7571,52,259",576606,583707,608023,565321
National,Sulindac,318044,299300,287572,267719,"2,50,277",237093,230105,211074,196212
National,Sumatriptan,30778,33826,31027,26876,"66,232,085",35528,38431,39672,40653
National,Sumatriptan Succ/Naproxen Sod,11852,11132,9504,7710,"6,897",6304,6265,6226,6119
National,Sumatriptan Succinate,1052219,1169714,1283531,1348407,"6,6401,74514,31,3161,9271,117",1553013,1618027,1738645,1737038
National,Sunitinib Malate,19340,19985,16994,18552,"16,329",17141,13793,9953,9202
National,"Syringe,needle,insuln,safe,1ml",296,3256,6042,4308,"1,024,072,912,808",3536,4266,3642,3949
National,"Syringe,needle,insuln,sf 0.5ml",270,2957,6670,5803,"73,973,482,286",1801,2692,1894,1826
National,Tacrolimus,202410,238782,265144,296335,"65361416,2398692,97,058",323036,390899,467550,486825
National,Tadalafil,272986,267297,349147,416686,"87,1063,13,999",371385,355783,327300,301739
National,Tafluprost/Pf,46257,61072,66430,73386,"75,328",83653,86708,91062,78788
National,Taliglucerase Alfa,71,79,105,129,120,107,79,75,75
National,Tamoxifen Citrate,444404,469770,480203,475218,"2354,59,086",443171,419579,402932,385371
National,Tamsulosin Hcl,11232157,12394265,13766420,15126065,"8,3051,59,38,535",16542973,17057842,17498582,17944494
National,Tapentadol Hcl,134961,146303,164511,197444,"87,8711,06,963",172653,165139,155303,138076
National,Tazarotene,15093,14534,11534,9739,"9,521,167,417",10004,10407,10530,10426
National,Teduglutide,566,1537,2104,2831,"4,172",5661,6354,6558,6191
National,Telmisartan,510640,449905,409734,391606,"14,6383,62,368",427075,919171,1034490,1009416
National,Telmisartan/Amlodipine,9902,8220,8995,9205,"9,151,472",11069,13282,11173,12969
National,Telmisartan/Hydrochlorothiazid,338853,271766,223436,199099,"9,1831,66,868",175427,272896,275337,244756
National,Temazepam,3186294,3584661,3624869,3387934,"1,22431,79,694",3060793,2829055,2748683,2596802
National,Temsirolimus,80,89,109,83,68,53,68,49,60
National,Tenofovir Disoproxil Fumarate,162401,166951,174566,177148,"5121,53,463",130102,115553,94397,85488
National,Terazosin Hcl,2371957,2302523,2245469,2163308,"20,31,223",1902122,1764789,1653916,1536914
National,Terbinafine Hcl,418789,449781,510855,521499,"1075,18,050",536689,573960,534345,596517
National,Terbutaline Sulfate,23734,21002,16235,14058,"11,574",9404,7201,6272,5370
National,Terconazole,148804,145858,142595,141328,"1271,35,210",133450,129105,124802,120842
National,Teriflunomide,15130,30588,46260,63501,"73,851",76544,80968,78591,75326
National,Teriparatide,206609,208175,194785,181685,"1,77,247",163238,142022,114148,98601
National,Tesamorelin Acetate,5829,1463,3231,3723,"4,189",4544,4116,3416,3703
National,Testosterone,758877,624902,507575,477488,"31,5473,02,97822,1188853561845,5148141,13,087",465423,445995,453069,460636
National,Testosterone Cypionate,394549,407383,453488,519581,"17,3505,93,075",678722,750485,787147,798380
National,Testosterone Enanthate,22597,13723,14054,14075,"13,506",12435,13271,20159,25257
National,"Tetanus,diphtheria Toxd Ped/Pf",501,340,105,108,167,205,105,130,152
National,Tetrabenazine,23508,26937,28299,29861,"209,187,190",24708,25965,25588,25503
National,Tetracaine Hcl,152,223,216,117,7311,112,77,121,156
National,Tetracaine Hcl/Pf,76,105,127,40,97,86,94,91,89
National,Tetracycline Hcl,3839,26889,36321,35795,"35,125",36821,44925,40136,40587
National,Thalidomide,15003,12067,10448,8176,"6,925",5786,4903,4526,3921
National,Theophylline Anhydrous,789406,728756,674977,535647,"1,49251,8081,68,9292,26,754",386816,331702,291531,252835
National,Thioguanine,438,410,381,290,272,257,180,189,170
National,Thioridazine Hcl,151165,134873,115836,106839,"98,025",79647,45403,35197,32971
National,Thiothixene,156298,115358,111364,104697,"96,783",78402,22955,25350,25567
National,"Thyroid,pork",195783,218276,246774,261251,"2,33,17716438,319110",320913,357988,367681,389275
National,Tiagabine Hcl,41496,38915,36056,33922,"823,223,415",29432,27231,25378,22547
National,Ticagrelor,135555,249303,376766,532849,"7,12,746",869313,1019009,1017004,954027
National,Tigecycline,11041,8226,7549,4535,"14,923,651",4879,4123,3095,3353
National,Timolol,55812,39308,33245,32695,"32,977",31770,23287,30027,30127
National,Timolol Maleate,2357119,2366191,2379232,2440698,"25,75825,35,1291,093",2945114,2838407,2634190,2652605
National,Timolol Maleate/Pf,16165,17485,17603,18357,"19,076",19358,20233,20562,22599
National,Tinidazole,5216,6564,7238,7840,"197,610",7762,8042,5831,6317
National,Tiopronin,440,619,1329,1615,"2,042",2417,2589,2814,3119
National,Tiotropium Bromide,5733794,5852083,5745427,4931774,"33,56,2069,59,064",3610289,3233817,3005393,2721634
National,Tipranavir,3476,3144,2757,2119,"1,756",1456,1151,1010,840
National,Tizanidine Hcl,2584898,3214788,3759760,4538533,"48,69,4321,939",5246047,5574912,5914694,5975111
National,Tobramycin,250340,262769,279462,288498,"591,1812,70,83712,126",277545,264064,222752,202742
National,Tobramycin Sulfate,17956,18043,17192,16133,"17,653",16941,18426,15071,11524
National,Tobramycin/Dexamethasone,659997,618714,599680,596600,"86,4745,6124,80,294",566293,590077,554371,493040
